idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
1660,20,20,0,-5,-6,1
1661,20,20,0,-5,-5,0
1662,20,20,0,-6,-5,-1
1663,21,20,1,-6,-6,0
1664,20,21,-1,-6,-6,0
1665,20,20,0,-5,-6,1
1666,20,20,0,-5,-5,0
1667,20,20,0,-6,-5,-1
1668,21,20,1,-6,-6,0
1669,20,21,-1,-6,-6,0
1670,20,20,0,-5,-6,1
1671,20,20,0,-5,-5,0
1672,20,20,0,-6,-5,-1
1673,21,20,1,-6,-6,0
1674,20,21,-1,-6,-6,0
1675,20,20,0,-5,-6,1
1676,20,20,0,-5,-5,0
1677,20,20,0,-6,-5,-1
1678,21,20,1,-6,-6,0
1679,20,21,-1,-6,-6,0
1680,20,20,0,-5,-6,1
1681,20,20,0,-5,-5,0
1682,20,20,0,-6,-5,-1
1683,21,20,1,-6,-6,0
1684,20,21,-1,-6,-6,0
1685,20,20,0,-5,-6,1
1686,20,20,0,-5,-5,0
1687,20,20,0,-6,-5,-1
1688,21,20,1,-6,-6,0
1689,20,21,-1,-6,-6,0
1690,20,20,0,-5,-6,1
1691,20,20,0,-5,-5,0
1692,20,20,0,-6,-5,-1
1693,21,20,1,-6,-6,0
1694,20,21,-1,-6,-6,0
1695,20,20,0,-5,-6,1
1696,20,20,0,-5,-5,0
1697,20,20,0,-6,-5,-1
1698,21,20,1,-6,-6,0
1699,20,21,-1,-6,-6,0
1700,20,20,0,-5,-6,1
1701,20,20,0,-5,-5,0
1702,20,20,0,-6,-5,-1
1703,21,20,1,-6,-6,0
1704,20,21,-1,-6,-6,0
1705,20,20,0,-5,-6,1
1706,20,20,0,-5,-5,0
1707,20,20,0,-6,-5,-1
1708,21,20,1,-6,-6,0
1709,20,21,-1,-6,-6,0
1710,20,20,0,-5,-6,1
1711,20,20,0,-5,-5,0
1712,20,20,0,-6,-5,-1
1713,21,20,1,-6,-6,0
1714,20,21,-1,-6,-6,0
1715,20,20,0,-5,-6,1
1716,20,20,0,-5,-5,0
1717,20,20,0,-6,-5,-1
1718,21,20,1,-6,-6,0
1719,20,21,-1,-6,-6,0
1720,20,20,0,-5,-6,1
1721,20,20,0,-5,-5,0
1722,20,20,0,-6,-5,-1
1723,21,20,1,-6,-6,0
1724,20,21,-1,-6,-6,0
1725,20,20,0,-5,-6,1
1726,20,20,0,-5,-5,0
1727,20,20,0,-6,-5,-1
1728,21,20,1,-6,-6,0
1729,20,21,-1,-6,-6,0
1730,20,20,0,-5,-6,1
1731,20,20,0,-5,-5,0
1732,20,20,0,-6,-5,-1
1733,21,20,1,-6,-6,0
1734,20,21,-1,-6,-6,0
1735,20,20,0,-5,-6,1
1736,20,20,0,-5,-5,0
1737,20,20,0,-6,-5,-1
1738,21,20,1,-6,-6,0
1739,20,21,-1,-6,-6,0
1740,20,20,0,-5,-6,1
1741,20,20,0,-5,-5,0
1742,20,20,0,-6,-5,-1
1743,21,20,1,-6,-6,0
1744,20,21,-1,-6,-6,0
1745,20,20,0,-5,-6,1
1746,20,20,0,-5,-5,0
1747,20,20,0,-6,-5,-1
1748,21,20,1,-6,-6,0
1749,20,21,-1,-6,-6,0
1750,20,20,0,-5,-6,1
1751,20,20,0,-5,-5,0
1752,20,20,0,-6,-5,-1
1753,21,20,1,-6,-6,0
1754,20,21,-1,-6,-6,0
1755,20,20,0,-5,-6,1
1756,20,20,0,-5,-5,0
1757,20,20,0,-6,-5,-1
1758,21,20,1,-6,-6,0
1759,20,21,-1,-6,-6,0
1760,20,20,0,-5,-6,1
1761,20,20,0,-5,-5,0
1762,20,20,0,-6,-5,-1
1763,21,20,1,-6,-6,0
1764,20,21,-1,-6,-6,0
1765,20,20,0,-5,-6,1
1766,20,20,0,-5,-5,0
1767,20,20,0,-6,-5,-1
1768,21,20,1,-6,-6,0
1769,20,21,-1,-6,-6,0
1770,20,20,0,-5,-6,1
1771,20,20,0,-5,-5,0
1772,20,20,0,-6,-5,-1
1773,21,20,1,-6,-6,0
1774,20,21,-1,-6,-6,0
1775,20,20,0,-5,-6,1
1776,20,20,0,-5,-5,0
1777,20,20,0,-6,-5,-1
1778,21,20,1,-6,-6,0
1779,20,21,-1,-6,-6,0
1780,20,20,0,-5,-6,1
1781,20,20,0,-5,-5,0
1782,20,20,0,-6,-5,-1
1783,21,20,1,-6,-6,0
1784,20,21,-1,-6,-6,0
1785,20,20,0,-5,-6,1
1786,20,20,0,-5,-5,0
1787,20,20,0,-6,-5,-1
1788,21,20,1,-6,-6,0
1789,20,21,-1,-6,-6,0
1790,20,20,0,-5,-6,1
1791,20,20,0,-5,-5,0
1792,20,20,0,-6,-5,-1
1793,21,20,1,-6,-6,0
1794,20,21,-1,-6,-6,0
1795,20,20,0,-5,-6,1
1796,20,20,0,-5,-5,0
1797,20,20,0,-6,-5,-1
1798,21,20,1,-6,-6,0
1799,20,21,-1,-6,-6,0
1800,20,20,0,-5,-6,1
1801,20,20,0,-5,-5,0
1802,20,20,0,-6,-5,-1
1803,21,20,1,-6,-6,0
1804,20,21,-1,-6,-6,0
1805,20,20,0,-5,-6,1
1806,20,20,0,-5,-5,0
1807,20,20,0,-6,-5,-1
1808,21,20,1,-6,-6,0
1809,20,21,-1,-6,-6,0
1810,20,20,0,-5,-6,1
1811,20,20,0,-5,-5,0
1812,20,20,0,-6,-5,-1
1813,21,20,1,-6,-6,0
1814,20,21,-1,-6,-6,0
1815,20,20,0,-5,-6,1
1816,20,20,0,-5,-5,0
1817,20,20,0,-6,-5,-1
1818,21,20,1,-6,-6,0
1819,20,21,-1,-6,-6,0
1820,20,20,0,-5,-6,1
1821,20,20,0,-5,-5,0
1822,20,20,0,-6,-5,-1
1823,21,20,1,-6,-6,0
1824,20,21,-1,-6,-6,0
1825,20,20,0,-5,-6,1
1826,20,20,0,-5,-5,0
1827,20,20,0,-6,-5,-1
1828,21,20,1,-6,-6,0
1829,20,21,-1,-6,-6,0
1830,20,20,0,-5,-6,1
1831,20,20,0,-5,-5,0
1832,20,20,0,-6,-5,-1
1833,21,20,1,-6,-6,0
1834,20,21,-1,-6,-6,0
1835,20,20,0,-5,-6,1
1836,20,20,0,-5,-5,0
1837,20,20,0,-6,-5,-1
1838,21,20,1,-6,-6,0
1839,20,21,-1,-6,-6,0
1840,20,20,0,-5,-6,1
1841,20,20,0,-5,-5,0
1842,20,20,0,-6,-5,-1
1843,21,20,1,-6,-6,0
1844,20,21,-1,-6,-6,0
1845,20,20,0,-5,-6,1
1846,20,20,0,-5,-5,0
1847,20,20,0,-6,-5,-1
1848,21,20,1,-6,-6,0
1849,20,21,-1,-6,-6,0
1850,20,20,0,-5,-6,1
1851,20,20,0,-5,-5,0
1852,20,20,0,-6,-5,-1
1853,21,20,1,-6,-6,0
1854,20,21,-1,-6,-6,0
1855,20,20,0,-5,-6,1
1856,20,20,0,-5,-5,0
1857,20,20,0,-6,-5,-1
1858,21,20,1,-6,-6,0
1859,20,21,-1,-6,-6,0
1860,20,20,0,-5,-6,1
1861,20,20,0,-5,-5,0
1862,20,20,0,-6,-5,-1
1863,21,20,1,-6,-6,0
1864,20,21,-1,-6,-6,0
1865,20,20,0,-5,-6,1
1866,20,20,0,-5,-5,0
1867,20,20,0,-6,-5,-1
1868,21,20,1,-6,-6,0
1869,20,21,-1,-6,-6,0
1870,20,20,0,-5,-6,1
1871,20,20,0,-5,-5,0
1872,20,20,0,-6,-5,-1
1873,21,20,1,-6,-6,0
1874,20,21,-1,-6,-6,0
1875,20,20,0,-5,-6,1
1876,20,20,0,-5,-5,0
1877,20,20,0,-6,-5,-1
1878,21,20,1,-6,-6,0
1879,20,21,-1,-6,-6,0
1880,20,20,0,-5,-6,1
1881,20,20,0,-5,-5,0
1882,20,20,0,-6,-5,-1
1883,21,20,1,-6,-6,0
1884,20,21,-1,-6,-6,0
1885,20,20,0,-5,-6,1
1886,20,20,0,-5,-5,0
1887,20,20,0,-6,-5,-1
1888,21,20,1,-6,-6,0
1889,20,21,-1,-6,-6,0
1890,20,20,0,-5,-6,1
1891,20,20,0,-5,-5,0
1892,20,20,0,-6,-5,-1
1893,21,20,1,-6,-6,0
1894,20,21,-1,-6,-6,0
1895,20,20,0,-5,-6,1
1896,20,20,0,-5,-5,0
1897,20,20,0,-6,-5,-1
1898,21,20,1,-6,-6,0
1899,20,21,-1,-6,-6,0
1900,20,20,0,-5,-6,1
1901,20,20,0,-5,-5,0
1902,20,20,0,-6,-5,-1
1903,21,20,1,-6,-6,0
1904,20,21,-1,-6,-6,0
1905,20,20,0,-5,-6,1
1906,20,20,0,-5,-5,0
1907,20,20,0,-6,-5,-1
1908,21,20,1,-6,-6,0
1909,20,21,-1,-6,-6,0
1910,20,20,0,-5,-6,1
1911,20,20,0,-5,-5,0
1912,20,20,0,-6,-5,-1
1913,21,20,1,-6,-6,0
1914,20,21,-1,-6,-6,0
1915,20,20,0,-5,-6,1
1916,20,20,0,-5,-5,0
1917,20,20,0,-6,-5,-1
1918,21,20,1,-6,-6,0
1919,20,21,-1,-6,-6,0
1920,20,20,0,-5,-6,1
1921,20,20,0,-5,-5,0
1922,20,20,0,-6,-5,-1
1923,21,20,1,-6,-6,0
1924,20,21,-1,-6,-6,0
1925,20,20,0,-5,-6,1
1926,20,20,0,-5,-5,0
1927,20,20,0,-6,-5,-1
1928,21,20,1,-6,-6,0
1929,20,21,-1,-6,-6,0
1930,20,20,0,-5,-6,1
1931,20,20,0,-5,-5,0
1932,20,20,0,-6,-5,-1
1933,21,20,1,-6,-6,0
1934,20,21,-1,-6,-6,0
1935,20,20,0,-5,-6,1
1936,20,20,0,-5,-5,0
1937,20,20,0,-6,-5,-1
1938,21,20,1,-6,-6,0
1939,20,21,-1,-6,-6,0
1940,20,20,0,-5,-6,1
1941,20,20,0,-5,-5,0
1942,20,20,0,-6,-5,-1
1943,21,20,1,-6,-6,0
1944,20,21,-1,-6,-6,0
1945,20,20,0,-5,-6,1
1946,20,20,0,-5,-5,0
1947,20,20,0,-6,-5,-1
1948,21,20,1,-6,-6,0
1949,20,21,-1,-6,-6,0
1950,20,20,0,-5,-6,1
1951,20,20,0,-5,-5,0
1952,20,20,0,-6,-5,-1
1953,21,20,1,-6,-6,0
1954,20,21,-1,-6,-6,0
1955,20,20,0,-5,-6,1
1956,20,20,0,-5,-5,0
1957,20,20,0,-6,-5,-1
1958,21,20,1,-6,-6,0
1959,20,21,-1,-6,-6,0
1960,20,20,0,-5,-6,1
1961,20,20,0,-5,-5,0
1962,20,20,0,-6,-5,-1
1963,21,20,1,-6,-6,0
1964,20,21,-1,-6,-6,0
1965,20,20,0,-5,-6,1
1966,20,20,0,-5,-5,0
1967,20,20,0,-6,-5,-1
1968,21,20,1,-6,-6,0
1969,20,21,-1,-6,-6,0
1970,20,20,0,-5,-6,1
1971,20,20,0,-5,-5,0
1972,20,20,0,-6,-5,-1
1973,21,20,1,-6,-6,0
1974,20,21,-1,-6,-6,0
1975,20,20,0,-5,-6,1
1976,20,20,0,-5,-5,0
1977,20,20,0,-6,-5,-1
1978,21,20,1,-6,-6,0
1979,20,21,-1,-6,-6,0
1980,20,20,0,-5,-6,1
1981,20,20,0,-5,-5,0
1982,20,20,0,-6,-5,-1
1983,21,20,1,-6,-6,0
1984,20,21,-1,-6,-6,0
1985,20,20,0,-5,-6,1
1986,20,20,0,-5,-5,0
1987,20,20,0,-6,-5,-1
1988,21,20,1,-6,-6,0
1989,20,21,-1,-6,-6,0
1990,20,20,0,-5,-6,1
1991,20,20,0,-5,-5,0
1992,20,20,0,-6,-5,-1
1993,21,20,1,-6,-6,0
1994,20,21,-1,-6,-6,0
1995,20,20,0,-5,-6,1
1996,20,20,0,-5,-5,0
1997,20,20,0,-6,-5,-1
1998,21,20,1,-6,-6,0
1999,20,21,-1,-6,-6,0
2000,20,20,0,-5,-6,1
2001,20,20,0,-5,-5,0
2002,20,20,0,-6,-5,-1
2003,21,20,1,-6,-6,0
2004,20,21,-1,-6,-6,0
2005,20,20,0,-5,-6,1
2006,20,20,0,-5,-5,0
2007,20,20,0,-6,-5,-1
2008,21,20,1,-6,-6,0
2009,20,21,-1,-6,-6,0
2010,20,20,0,-5,-6,1
2011,20,20,0,-5,-5,0
2012,20,20,0,-6,-5,-1
2013,21,20,1,-6,-6,0
2014,20,21,-1,-6,-6,0
2015,20,20,0,-5,-6,1
2016,20,20,0,-5,-5,0
2017,20,20,0,-6,-5,-1
2018,21,20,1,-6,-6,0
2019,20,21,-1,-6,-6,0
2020,20,20,0,-5,-6,1
2021,20,20,0,-5,-5,0
2022,20,20,0,-6,-5,-1
2023,21,20,1,-6,-6,0
2024,20,21,-1,-6,-6,0
2025,20,20,0,-5,-6,1
2026,20,20,0,-5,-5,0
2027,20,20,0,-6,-5,-1
2028,21,20,1,-6,-6,0
2029,20,21,-1,-6,-6,0
2030,20,20,0,-5,-6,1
2031,20,20,0,-5,-5,0
2032,20,20,0,-6,-5,-1
2033,21,20,1,-6,-6,0
2034,20,21,-1,-6,-6,0
2035,20,20,0,-5,-6,1
2036,20,20,0,-5,-5,0
2037,20,20,0,-6,-5,-1
2038,21,20,1,-6,-6,0
2039,20,21,-1,-6,-6,0
2040,20,20,0,-5,-6,1
2041,20,20,0,-5,-5,0
2042,20,20,0,-6,-5,-1
2043,21,20,1,-6,-6,0
2044,20,21,-1,-6,-6,0
2045,20,20,0,-5,-6,1
2046,20,20,0,-5,-5,0
2047,20,20,0,-6,-5,-1
2048,21,20,1,-6,-6,0
2049,20,21,-1,-6,-6,0
2050,20,20,0,-5,-6,1
2051,20,20,0,-5,-5,0
2052,20,20,0,-6,-5,-1
2053,21,20,1,-6,-6,0
2054,20,21,-1,-6,-6,0
2055,20,20,0,-5,-6,1
2056,20,20,0,-5,-5,0
2057,20,20,0,-6,-5,-1
2058,21,20,1,-6,-6,0
2059,20,21,-1,-6,-6,0
2060,20,20,0,-5,-6,1
2061,20,20,0,-5,-5,0
2062,20,20,0,-6,-5,-1
2063,21,20,1,-6,-6,0
2064,20,21,-1,-6,-6,0
2065,20,20,0,-5,-6,1
2066,20,20,0,-5,-5,0
2067,20,20,0,-6,-5,-1
2068,21,20,1,-6,-6,0
2069,20,21,-1,-6,-6,0
2070,20,20,0,-5,-6,1
2071,20,20,0,-5,-5,0
2072,20,20,0,-6,-5,-1
2073,21,20,1,-6,-6,0
2074,20,21,-1,-6,-6,0
2075,20,20,0,-5,-6,1
2076,20,20,0,-5,-5,0
2077,20,20,0,-6,-5,-1
2078,21,20,1,-6,-6,0
2079,20,21,-1,-6,-6,0
2080,20,20,0,-5,-6,1
2081,20,20,0,-5,-5,0
2082,20,20,0,-6,-5,-1
2083,21,20,1,-6,-6,0
2084,20,21,-1,-6,-6,0
2085,20,20,0,-5,-6,1
2086,20,20,0,-5,-5,0
2087,20,20,0,-6,-5,-1
2088,21,20,1,-6,-6,0
2089,20,21,-1,-6,-6,0
2090,20,20,0,-5,-6,1
2091,20,20,0,-5,-5,0
2092,20,20,0,-6,-5,-1
2093,21,20,1,-6,-6,0
2094,20,21,-1,-6,-6,0
2095,20,20,0,-5,-6,1
2096,20,20,0,-5,-5,0
2097,20,20,0,-6,-5,-1
2098,21,20,1,-6,-6,0
2099,20,21,-1,-6,-6,0
2100,20,20,0,-5,-6,1
2101,20,20,0,-5,-5,0
2102,20,20,0,-6,-5,-1
2103,21,20,1,-6,-6,0
2104,20,21,-1,-6,-6,0
2105,20,20,0,-5,-6,1
2106,20,20,0,-5,-5,0
2107,20,20,0,-6,-5,-1
2108,21,20,1,-6,-6,0
2109,20,21,-1,-6,-6,0
2110,20,20,0,-5,-6,1
2111,20,20,0,-5,-5,0
2112,20,20,0,-6,-5,-1
2113,21,20,1,-6,-6,0
2114,20,21,-1,-6,-6,0
2115,20,20,0,-5,-6,1
2116,20,20,0,-5,-5,0
2117,20,20,0,-6,-5,-1
2118,21,20,1,-6,-6,0
2119,20,21,-1,-6,-6,0
2120,20,20,0,-5,-6,1
2121,20,20,0,-5,-5,0
2122,20,20,0,-6,-5,-1
2123,21,20,1,-6,-6,0
2124,20,21,-1,-6,-6,0
2125,20,20,0,-5,-6,1
2126,20,20,0,-5,-5,0
2127,20,20,0,-6,-5,-1
2128,21,20,1,-6,-6,0
2129,20,21,-1,-6,-6,0
2130,20,20,0,-5,-6,1
2131,20,20,0,-5,-5,0
2132,20,20,0,-6,-5,-1
2133,21,20,1,-6,-6,0
2134,20,21,-1,-6,-6,0
2135,20,20,0,-5,-6,1
2136,20,20,0,-5,-5,0
2137,20,20,0,-6,-5,-1
2138,21,20,1,-6,-6,0
2139,20,21,-1,-6,-6,0
2140,20,20,0,-5,-6,1
2141,20,20,0,-5,-5,0
2142,20,20,0,-6,-5,-1
2143,21,20,1,-6,-6,0
2144,20,21,-1,-6,-6,0
2145,20,20,0,-5,-6,1
2146,20,20,0,-5,-5,0
2147,20,20,0,-6,-5,-1
2148,21,20,1,-6,-6,0
2149,20,21,-1,-6,-6,0
2150,20,20,0,-5,-6,1
2151,20,20,0,-5,-5,0
2152,20,20,0,-6,-5,-1
2153,21,20,1,-6,-6,0
2154,20,21,-1,-6,-6,0
2155,20,20,0,-5,-6,1
2156,20,20,0,-5,-5,0
2157,20,20,0,-6,-5,-1
2158,21,20,1,-6,-6,0
2159,20,21,-1,-6,-6,0
2160,20,20,0,-5,-6,1
2161,20,20,0,-5,-5,0
2162,20,20,0,-6,-5,-1
2163,21,20,1,-6,-6,0
2164,20,21,-1,-6,-6,0
2165,20,20,0,-5,-6,1
2166,20,20,0,-5,-5,0
2167,20,20,0,-6,-5,-1
2168,21,20,1,-6,-6,0
2169,20,21,-1,-6,-6,0
2170,20,20,0,-5,-6,1
2171,20,20,0,-5,-5,0
2172,20,20,0,-6,-5,-1
2173,21,20,1,-6,-6,0
2174,20,21,-1,-6,-6,0
2175,20,20,0,-5,-6,1
2176,20,20,0,-5,-5,0
2177,20,20,0,-6,-5,-1
2178,21,20,1,-6,-6,0
2179,20,21,-1,-6,-6,0
2180,20,20,0,-5,-6,1
2181,20,20,0,-5,-5,0
2182,20,20,0,-6,-5,-1
2183,21,20,1,-6,-6,0
2184,20,21,-1,-6,-6,0
2185,20,20,0,-5,-6,1
2186,20,20,0,-5,-5,0
2187,20,20,0,-6,-5,-1
2188,21,20,1,-6,-6,0
2189,20,21,-1,-6,-6,0
2190,20,20,0,-5,-6,1
2191,20,20,0,-5,-5,0
2192,20,20,0,-6,-5,-1
2193,21,20,1,-6,-6,0
2194,20,21,-1,-6,-6,0
2195,20,20,0,-5,-6,1
2196,20,20,0,-5,-5,0
2197,20,20,0,-6,-5,-1
2198,21,20,1,-6,-6,0
2199,20,21,-1,-6,-6,0
2200,20,20,0,-5,-6,1
2201,20,20,0,-5,-5,0
2202,20,20,0,-6,-5,-1
2203,21,20,1,-6,-6,0
2204,20,21,-1,-6,-6,0
2205,20,20,0,-5,-6,1
2206,20,20,0,-5,-5,0
2207,20,20,0,-6,-5,-1
2208,21,20,1,-6,-6,0
2209,20,21,-1,-6,-6,0
2210,20,20,0,-5,-6,1
2211,20,20,0,-5,-5,0
2212,20,20,0,-6,-5,-1
2213,21,20,1,-6,-6,0
2214,20,21,-1,-6,-6,0
2215,20,20,0,-5,-6,1
2216,20,20,0,-5,-5,0
2217,20,20,0,-6,-5,-1
2218,21,20,1,-6,-6,0
2219,20,21,-1,-6,-6,0
2220,20,20,0,-5,-6,1
2221,20,20,0,-5,-5,0
2222,20,20,0,-6,-5,-1
2223,21,20,1,-6,-6,0
2224,20,21,-1,-6,-6,0
2225,20,20,0,-5,-6,1
2226,20,20,0,-5,-5,0
2227,20,20,0,-6,-5,-1
2228,21,20,1,-6,-6,0
2229,20,21,-1,-6,-6,0
2230,20,20,0,-5,-6,1
2231,20,20,0,-5,-5,0
2232,20,20,0,-6,-5,-1
2233,21,20,1,-6,-6,0
2234,20,21,-1,-6,-6,0
2235,20,20,0,-5,-6,1
2236,20,20,0,-5,-5,0
2237,20,20,0,-6,-5,-1
2238,21,20,1,-6,-6,0
2239,20,21,-1,-6,-6,0
2240,20,20,0,-5,-6,1
2241,20,20,0,-5,-5,0
2242,20,20,0,-6,-5,-1
2243,21,20,1,-6,-6,0
2244,20,21,-1,-6,-6,0
2245,20,20,0,-5,-6,1
2246,20,20,0,-5,-5,0
2247,20,20,0,-6,-5,-1
2248,21,20,1,-6,-6,0
2249,20,21,-1,-6,-6,0
2250,20,20,0,-5,-6,1
2251,20,20,0,-5,-5,0
2252,20,20,0,-6,-5,-1
2253,21,20,1,-6,-6,0
2254,20,21,-1,-6,-6,0
2255,20,20,0,-5,-6,1
2256,20,20,0,-5,-5,0
2257,20,20,0,-6,-5,-1
2258,21,20,1,-6,-6,0
2259,20,21,-1,-6,-6,0
2260,20,20,0,-5,-6,1
2261,20,20,0,-5,-5,0
2262,20,20,0,-6,-5,-1
2263,21,20,1,-6,-6,0
2264,20,21,-1,-6,-6,0
2265,20,20,0,-5,-6,1
2266,20,20,0,-5,-5,0
2267,20,20,0,-6,-5,-1
2268,21,20,1,-6,-6,0
2269,20,21,-1,-6,-6,0
2270,20,20,0,-5,-6,1
2271,20,20,0,-5,-5,0
2272,20,20,0,-6,-5,-1
2273,21,20,1,-6,-6,0
2274,20,21,-1,-6,-6,0
2275,20,20,0,-5,-6,1
2276,20,20,0,-5,-5,0
2277,20,20,0,-6,-5,-1
2278,21,20,1,-6,-6,0
2279,20,21,-1,-6,-6,0
2280,20,20,0,-5,-6,1
2281,20,20,0,-5,-5,0
2282,20,20,0,-6,-5,-1
2283,21,20,1,-6,-6,0
2284,20,21,-1,-6,-6,0
2285,20,20,0,-5,-6,1
2286,20,20,0,-5,-5,0
2287,20,20,0,-6,-5,-1
2288,21,20,1,-6,-6,0
2289,20,21,-1,-6,-6,0
2290,20,20,0,-5,-6,1
2291,20,20,0,-5,-5,0
2292,20,20,0,-6,-5,-1
2293,21,20,1,-6,-6,0
2294,20,21,-1,-6,-6,0
2295,20,20,0,-5,-6,1
2296,20,20,0,-5,-5,0
2297,20,20,0,-6,-5,-1
2298,21,20,1,-6,-6,0
2299,20,21,-1,-6,-6,0
2300,20,20,0,-5,-6,1
2301,20,20,0,-5,-5,0
2302,20,20,0,-6,-5,-1
2303,21,20,1,-6,-6,0
2304,20,21,-1,-6,-6,0
2305,20,20,0,-5,-6,1
2306,20,20,0,-5,-5,0
2307,20,20,0,-6,-5,-1
2308,21,20,1,-6,-6,0
2309,20,21,-1,-6,-6,0
2310,20,20,0,-5,-6,1
2311,20,20,0,-5,-5,0
2312,20,20,0,-6,-5,-1
2313,21,20,1,-6,-6,0
2314,20,21,-1,-6,-6,0
2315,20,20,0,-5,-6,1
2316,20,20,0,-5,-5,0
2317,20,20,0,-6,-5,-1
2318,21,20,1,-6,-6,0
2319,20,21,-1,-6,-6,0
2320,20,20,0,-5,-6,1
2321,20,20,0,-5,-5,0
2322,20,20,0,-6,-5,-1
2323,21,20,1,-6,-6,0
2324,20,21,-1,-6,-6,0
2325,20,20,0,-5,-6,1
2326,20,20,0,-5,-5,0
2327,20,20,0,-6,-5,-1
2328,21,20,1,-6,-6,0
2329,20,21,-1,-6,-6,0
2330,20,20,0,-5,-6,1
2331,20,20,0,-5,-5,0
2332,20,20,0,-6,-5,-1
2333,21,20,1,-6,-6,0
2334,20,21,-1,-6,-6,0
2335,20,20,0,-5,-6,1
2336,20,20,0,-5,-5,0
2337,20,20,0,-6,-5,-1
2338,21,20,1,-6,-6,0
2339,20,21,-1,-6,-6,0
2340,20,20,0,-5,-6,1
2341,20,20,0,-5,-5,0
2342,20,20,0,-6,-5,-1
2343,21,20,1,-6,-6,0
2344,20,21,-1,-6,-6,0
2345,20,20,0,-5,-6,1
2346,20,20,0,-5,-5,0
2347,20,20,0,-6,-5,-1
2348,21,20,1,-6,-6,0
2349,20,21,-1,-6,-6,0
2350,20,20,0,-5,-6,1
2351,20,20,0,-5,-5,0
2352,20,20,0,-6,-5,-1
2353,21,20,1,-6,-6,0
2354,20,21,-1,-6,-6,0
2355,20,20,0,-5,-6,1
2356,20,20,0,-5,-5,0
2357,20,20,0,-6,-5,-1
2358,21,20,1,-6,-6,0
2359,20,21,-1,-6,-6,0
2360,20,20,0,-5,-6,1
2361,20,20,0,-5,-5,0
2362,20,20,0,-6,-5,-1
2363,21,20,1,-6,-6,0
2364,20,21,-1,-6,-6,0
2365,20,20,0,-5,-6,1
2366,20,20,0,-5,-5,0
2367,20,20,0,-6,-5,-1
2368,21,20,1,-6,-6,0
2369,20,21,-1,-6,-6,0
2370,20,20,0,-5,-6,1
2371,20,20,0,-5,-5,0
2372,20,20,0,-6,-5,-1
2373,21,20,1,-6,-6,0
2374,20,21,-1,-6,-6,0
2375,20,20,0,-5,-6,1
2376,20,20,0,-5,-5,0
2377,20,20,0,-6,-5,-1
2378,21,20,1,-6,-6,0
2379,20,21,-1,-6,-6,0
2380,20,20,0,-5,-6,1
2381,20,20,0,-5,-5,0
2382,20,20,0,-6,-5,-1
2383,21,20,1,-6,-6,0
2384,20,21,-1,-6,-6,0
2385,20,20,0,-5,-6,1
2386,20,20,0,-5,-5,0
2387,20,20,0,-6,-5,-1
2388,21,20,1,-6,-6,0
2389,20,21,-1,-6,-6,0
2390,20,20,0,-5,-6,1
2391,20,20,0,-5,-5,0
2392,20,20,0,-6,-5,-1
2393,21,20,1,-6,-6,0
2394,20,21,-1,-6,-6,0
2395,20,20,0,-5,-6,1
2396,20,20,0,-5,-5,0
2397,20,20,0,-6,-5,-1
2398,21,20,1,-6,-6,0
2399,20,21,-1,-6,-6,0
2400,20,20,0,-5,-6,1
2401,20,20,0,-5,-5,0
2402,20,20,0,-6,-5,-1
2403,21,20,1,-6,-6,0
2404,20,21,-1,-6,-6,0
2405,20,20,0,-5,-6,1
2406,20,20,0,-5,-5,0
2407,20,20,0,-6,-5,-1
2408,21,20,1,-6,-6,0
2409,20,21,-1,-6,-6,0
2410,20,20,0,-5,-6,1
2411,20,20,0,-5,-5,0
2412,20,20,0,-6,-5,-1
2413,21,20,1,-6,-6,0
2414,20,21,-1,-6,-6,0
2415,20,20,0,-5,-6,1
2416,20,20,0,-5,-5,0
2417,20,20,0,-6,-5,-1
2418,21,20,1,-6,-6,0
2419,20,21,-1,-6,-6,0
2420,20,20,0,-5,-6,1
2421,20,20,0,-5,-5,0
2422,20,20,0,-6,-5,-1
2423,21,20,1,-6,-6,0
2424,20,21,-1,-6,-6,0
2425,20,20,0,-5,-6,1
2426,20,20,0,-5,-5,0
2427,20,20,0,-6,-5,-1
2428,21,20,1,-6,-6,0
2429,20,21,-1,-6,-6,0
2430,20,20,0,-5,-6,1
2431,20,20,0,-5,-5,0
2432,20,20,0,-6,-5,-1
2433,21,20,1,-6,-6,0
2434,20,21,-1,-6,-6,0
2435,20,20,0,-5,-6,1
2436,20,20,0,-5,-5,0
2437,20,20,0,-6,-5,-1
2438,21,20,1,-6,-6,0
2439,20,21,-1,-6,-6,0
2440,20,20,0,-5,-6,1
2441,20,20,0,-5,-5,0
2442,20,20,0,-6,-5,-1
2443,21,20,1,-6,-6,0
2444,20,21,-1,-6,-6,0
2445,20,20,0,-5,-6,1
2446,20,20,0,-5,-5,0
2447,20,20,0,-6,-5,-1
2448,21,20,1,-6,-6,0
2449,20,21,-1,-6,-6,0
2450,20,20,0,-5,-6,1
2451,20,20,0,-5,-5,0
2452,20,20,0,-6,-5,-1
2453,21,20,1,-6,-6,0
2454,20,21,-1,-6,-6,0
2455,20,20,0,-5,-6,1
2456,20,20,0,-5,-5,0
2457,20,20,0,-6,-5,-1
2458,21,20,1,-6,-6,0
2459,20,21,-1,-6,-6,0
2460,20,20,0,-5,-6,1
2461,20,20,0,-5,-5,0
